title,summary,url,annotation
Scheßlitz,"Scheßlitz (or Schesslitz) is a German town in the Upper Franconian district of Bamberg and lies on the rise to the Franconian Switzerland on the  A 70 between Bamberg and Bayreuth, lying 14 km northeast of the former.",https://en.wikipedia.org/wiki/Sche%C3%9Flitz,Not an Event
Scopula obliviaria,Scopula obliviaria is a moth of the  family Geometridae. It is found in Brazil.,https://en.wikipedia.org/wiki/Scopula_obliviaria,Not an Event
Guardian Fairy Michel,"Guardian Fairy Michel (Korean: 수호요정 미셸) is a fantasy-adventure TV animation produced by South Korean company DR Movie and Iconix Entertainment. The series aired on KBS in 2003, and consists of 26 episodes. The series was licensed and dubbed by ADV Films for English-speaking audiences.

",https://en.wikipedia.org/wiki/Guardian_Fairy_Michel,Not an Event
Prosimnia,"Prosimnia is a genus of sea snails, marine gastropod mollusks in the subfamily Eocypraeinae of the family Ovulidae.",https://en.wikipedia.org/wiki/Prosimnia,Not an Event
Charaxes margaretae,"Charaxes margaretae is a butterfly in the family Nymphalidae. It is found in southern Malawi, south-western Tanzania and possibly eastern Zambia. 
The habitat consists of montane forests.
The larvae feed on Albizia gummifera, Agelaea heterophylla and Dalbergia lactea.",https://en.wikipedia.org/wiki/Charaxes_margaretae,Not an Event
Plastic bag bans in the United States,"There is no national plastic bag fee or ban currently in effect in the United States. However, the states of California, Colorado, Connecticut, Delaware, Hawaii (de facto), Maine, New Jersey, New York, Oregon, Rhode Island, Vermont and Washington and the territories of American Samoa, Guam, Northern Mariana Islands, United States Virgin Islands and Puerto Rico have banned disposable bags. Over 200 counties and municipalities have enacted ordinances either imposing a fee on plastic bags or banning them outright, including all counties in Hawaii.
Some attempts at banning plastic shopping bags statewide (for example in Massachusetts, though as of May 2023, 162 of the 301 cities and towns in the state have done so) have not succeeded mainly due to plastic industry lobbying. A few jurisdictions have chosen to implement a fee-only approach to bag reduction such as Washington, D.C., Montgomery County, Maryland, and certain counties and independent cities in Virginia. Some states, such as Florida, Arizona, and Missouri, have passed laws preventing local municipalities from passing their own bans. Some retailers have stopped using plastic bags ahead of government mandates.

",https://en.wikipedia.org/wiki/Plastic_bag_bans_in_the_United_States,Event
The Sele School,"The Sele School is a coeducational secondary school and sixth form with academy status, located in Hertford, Hertfordshire, in the south east of England. The school is situated adjacent to the Sele Farm estate, a major housing area containing a mixture of private and housing association properties. The school serves the Hertford area, with pupils coming from local villages as well as the town.
The Sele School is well known for its inclusive approach and success with students from both ends of the ability spectrum.
The Sele School was the first school in the country to be awarded dual specialist school status in Performing Arts and Sport.
The school was forced to temporarily halt their sixth form intake; no students started year 12 in both 2022 and 2023.",https://en.wikipedia.org/wiki/The_Sele_School,Not an Event
List of senators of Eure,"Following is a list of senators of Eure, people who have represented the department of Eure in the Senate of France.",https://en.wikipedia.org/wiki/List_of_senators_of_Eure,Not an Event
Brassolis sophorae,"Brassolis sophorae is a species of large butterfly in the family Nymphalidae. It is found in South America.
The larvae feed on a wide range of plants, including Acrocomia aculeata, Archontophoenix alexandrae, Arecastrum romazoffianum, Astrocaryum, Attalea, Bactris (including Bactris major), Butia eriospatha, Caryota mitis, Caryota urens, Chrysalidocarpus lutescens, Cocos nucifera, Copernicia cerifera, Desmoncus, Euterpe, Hyophorbe lagenicaulis, Livinstona chinensis, Mauritia flexuosa, Neodypsis decaryi, Orbignya, Phoenix canariensis, Phoenix dactylifera, Phoenix reclinata, Pritchardia pacifica, Ptychosperma macarthurii, Roystonea oleracea, Roystonea regia, Roystonea venezuelana, Sabal mauritiiformis, Sabal umbraculiferus, Scheelea macrocarpa, Washingtonia filifera, Saccharum officinarum, Musa sapientum, Ravenala madagascariensis and Strelitzia nicolai.

",https://en.wikipedia.org/wiki/Brassolis_sophorae,Not an Event
2000–01 Chinese Taipei National Football League,Statistics of the Chinese Taipei National Football League for the 2000–01 season.,https://en.wikipedia.org/wiki/2000%E2%80%9301_Chinese_Taipei_National_Football_League,Not an Event
"Esmeraldas Formation, Ecuador",The Esmeraldas Formation is an Early Pliocene (Montehermosan to Chapadmalalan in the SALMA classification) geologic formation of the Borbón Basin in northwestern Ecuador.,"https://en.wikipedia.org/wiki/Esmeraldas_Formation,_Ecuador",Not an Event
Bréauté,"Bréauté (French pronunciation: [bʁeote]) is a commune in the Seine-Maritime department in the Normandy region in northern France.

",https://en.wikipedia.org/wiki/Br%C3%A9aut%C3%A9,Not an Event
Stenocarpus villosus,"Stenocarpus villosus is a species of plant in the family Proteaceae. It is endemic to New Caledonia.  It is threatened by habitat loss.

",https://en.wikipedia.org/wiki/Stenocarpus_villosus,Not an Event
Brody Młockie,"Brody Młockie [ˈbrɔdɨ ˈmwɔt͡skʲɛ] is a village in the administrative district of Gmina Glinojeck, within Ciechanów County, Masovian Voivodeship, in east-central Poland. It lies approximately 11 kilometres (7 mi) east of Glinojeck, 16 km (10 mi) south-west of Ciechanów, and 76 km (47 mi) north-west of Warsaw.",https://en.wikipedia.org/wiki/Brody_M%C5%82ockie,Not an Event
LRM,"Light rail (or light rail transit, abbreviated to LRT) is a form of passenger urban rail transit that uses rolling stock derived from tram technology while also having some features from heavy rapid transit.
The term was coined in 1972 in the United States as an English equivalent for the German word Stadtbahn, meaning ""city railway"". Different definitions exist in some countries, but in the United States, light rail operates primarily along exclusive rights-of-way and uses either individual tramcars or multiple units coupled together, with a lower capacity and speed than a long heavy rail passenger train or rapid transit system.
Narrowly defined, light rail transit uses rolling stock that is similar to that of a traditional tram, while operating at a higher capacity and speed, often on an exclusive right-of-way. In broader use, it includes tram-like operations mostly on streets. A few light rail networks have characteristics closer to rapid transit or even commuter rail, yet only when these systems are fully grade-separated are they referred to as light metros.",https://en.wikipedia.org/wiki/Light_rail,Not an Event
Futsal Week,Futsal Week is a re-occurring futsal competition contested by teams from countries across the world.,https://en.wikipedia.org/wiki/Futsal_Week,Event
The Border Mail,"The Border Mail is a daily newspaper and online news brand published in Albury-Wodonga, Australia, serving the twin cities and the surrounding region. It was originally published as The Border Morning Mail and Riverina Times and later as the Border Morning Mail before changing its title to The Border Mail.

",https://en.wikipedia.org/wiki/The_Border_Mail,Not an Event
Berievo,"Berievo is a village in the municipality of Sevlievo, in Gabrovo Province, in northern central Bulgaria.",https://en.wikipedia.org/wiki/Berievo,Not an Event
Saint-Ouen-des-Champs,"Saint-Ouen-des-Champs (pronounced [sɛ̃t‿wɛ̃ de ʃɑ̃]) is a former commune in the Eure department, Normandy, northern France. On 1 January 2019, it was merged into the new commune Le Perrey.

",https://en.wikipedia.org/wiki/Saint-Ouen-des-Champs,Not an Event
Sericoda obsoleta,Sericoda obsoleta is a species of ground beetle in the family Carabidae. It is found in North America.,https://en.wikipedia.org/wiki/Sericoda_obsoleta,Not an Event
Jukebox (JLS album),"Jukebox is the third studio album by English boy band JLS, released on 11 November 2011 through Epic Records. The album's release was preceded by the lead single ""She Makes Me Wanna"", which debuted at number one on the UK Singles Chart in July 2011, and the second single, ""Take a Chance on Me"", released on 4 November 2011. The single charted at number two in the British charts. The album was issued in four exclusive different editions through music retailer HMV, each containing a slipcase portraying a different member of the band on the artwork.

",https://en.wikipedia.org/wiki/Jukebox_(JLS_album),Not an Event
Neuville-les-Dames,Neuville-les-Dames (French pronunciation: [nøvil le dam]) is a commune in the Ain department in eastern France.,https://en.wikipedia.org/wiki/Neuville-les-Dames,Not an Event
Royal Australian Air Force Maritime Section,"The Royal Australian Air Force Maritime Section was the branch of the Royal Australian Air Force responsible for manning boats operated by the Air Force. The typically small craft operated by the Section provided the RAAF with an air-sea rescue service, transported stores and provided support for seaplanes.

",https://en.wikipedia.org/wiki/Royal_Australian_Air_Force_Maritime_Section,Not an Event
Laws Hall (Miami University),"Laws Hall is a building at Miami University. Until 2009, the building was home to the School of Business Administration, hosting classes of accountancy, finance, economics, management, supply chain and marketing. The building is under construction and is being renovated to become a library for multiple schools at Miami University. Miami often renovates buildings after 40 years, which is one of the many reasons Laws Hall is under construction. The introduction of the Farmer School of Business made Laws Hall obsolete for the business school, and its purpose is being changed and discussed.

",https://en.wikipedia.org/wiki/Laws_Hall_(Miami_University),Not an Event
Constant Conversations (EP),"Constant Conversations is an extended play released by Passion Pit on September 24, 2013.",https://en.wikipedia.org/wiki/Constant_Conversations_(EP),Not an Event
"87th Heavy Anti-Aircraft Regiment, Royal Artillery","87th Heavy Anti-Aircraft Regiment, Royal Artillery, was an air defence unit of Britain's Territorial Army (TA) raised at Hebburn-on-Tyne in County Durham during the period of international tension leading up to the outbreak of World War II. It served during the Battle of Britain and Blitz and then in the North African and Italian campaigns, distinguishing itself in the landings at Salerno. It continued in the postwar TA until amalgamated in 1955.","https://en.wikipedia.org/wiki/87th_Heavy_Anti-Aircraft_Regiment,_Royal_Artillery",Not an Event
1936–37 Boston Bruins season,The 1936–37 Boston Bruins season was the Bruins' 13th season in the National Hockey League. The team finished second in the American Division and lost in the quarter-finals of the playoffs to the Montreal Maroons.,https://en.wikipedia.org/wiki/1936%E2%80%9337_Boston_Bruins_season,Event
Pey Posht,"Pey Posht (Persian: پي پشت, also Romanized as Peyposht and Pey-ye Posht; also known as Payi Pusht) is a village in Ramkan Rural District, in the Central District of Qeshm County, Hormozgan Province, Iran. At the 2006 census, its population was 1,766, in 446 families.",https://en.wikipedia.org/wiki/Pey_Posht,Not an Event
Hat brim,"A hat brim is that part of a hat that extends outwards and to the side of the head, protruding from the base of the crown. Hat brims run around the whole of the crown and come in varying widths. It is also called a bill. The outer edge of the brim may have trim made of leather, silk or ribbon material and is known as the brim binding.
The brim protects the eyes from both sun glare and precipitation. The broader the brim, the greater its protection function, but the easier it is for the hat to blow off due to the larger surface area available for the wind to act on.
Hat brims are often decorative, for example, on very wide women's hats.
If a brim-like element is only attached to part of a hat, it is called a cap and this partial brim is known as a peak if at the front, a havelock if it protects the neck, or ear flaps if at the side.
In forensic medicine there is the so -called ""hat brim rule"", whereby an injury located above the hat brim line is probably the result of a blow to the head, whereas a fall would result in a wound at the hat brim level. This is used to assign an injury to an accident or a third-party.",https://en.wikipedia.org/wiki/Hat_brim,Not an Event
The Naze Nature Reserve,"The Naze Nature Reserve is a 45 hectare nature reserve on The Naze peninsula north of Walton-on-the-Naze in Essex. It is managed by the Essex Wildlife Trust,. Part of it, The Naze SSSI, is a geological Site of Special Scientific Interest and a Geological Conservation Review site.
This coastal site has a variety of terrestrial and marine habitats, and many migrating and nesting birds, such as dark bellied brent geese, sedge warblers, barn owls and whitethroats. The cliff is eroding at one to two metres a year.
There is access from Old Hall Lane, where the visitor centre is located.",https://en.wikipedia.org/wiki/The_Naze_Nature_Reserve,Not an Event
Megalynarion,"The Megalynarion (Greek Μεγαλυνάριον, ""magnification"", ""that which magnifies""; also called Velichaniye in Church Slavonic) is a special hymn used in the Eastern Orthodox Church and those Eastern Catholic Churches that follow the Byzantine Rite. Depending on the local liturgical tradition, this hymn can be one of several.",https://en.wikipedia.org/wiki/Megalynarion,Not an Event
"Ramagiri, Sri Sathya Sai district","Sri Sathya Sai district is a district in the Indian state of Andhra Pradesh. Its headquarters is at Puttaparthi. It was formed on 4 April 2022 from parts of the erstwhile Anantapur district.

",https://en.wikipedia.org/wiki/Sri_Sathya_Sai_district,Not an Event
List of Benedictine Ravens in the NFL draft,This is a list of Benedictine Ravens players who have been selected in the NFL Draft.,https://en.wikipedia.org/wiki/List_of_Benedictine_Ravens_in_the_NFL_draft,Not an Event
Scape (botany),"In botany, a scape is a peduncle arising from a subterranean or very compressed stem, with the lower internodes very long and hence few or no bracts except the part near the rachis or receptacle. Typically it takes the form of a long, leafless flowering stem rising directly from a bulb, rhizome, or similar subterranean or underwater structure.
The scapes of scallions, chives, garlic chives, and garlic are used as vegetables.",https://en.wikipedia.org/wiki/Scape_(botany),Not an Event
2018 Varsity Cup,"The 2018 Varsity Cup was contested from 29 January to 16 April 2018. The tournament (known as the FNB Varsity Cup for sponsorship reasons) was the eleventh season of the Varsity Cup, an annual inter-university rugby union competition featuring South African universities.

",https://en.wikipedia.org/wiki/2018_Varsity_Cup,Event
"Brady Township, Clearfield County, Pennsylvania","Brady Township is a township in Clearfield County, Pennsylvania, United States. The population was 1,941 at the 2020 census.","https://en.wikipedia.org/wiki/Brady_Township,_Clearfield_County,_Pennsylvania",Not an Event
Apache License,"The Apache License is a permissive free software license written by the Apache Software Foundation (ASF). It allows users to use the software for any purpose, to distribute it, to modify it, and to distribute modified versions of the software under the terms of the license, without concern for royalties. The ASF and its projects release their software products under the Apache License. The license is also used by many non-ASF projects.

",https://en.wikipedia.org/wiki/Apache_License,Not an Event
National Temperance Council,"The National Temperance Council was established in 1913 to coordinate the activities of numerous organizations in the temperance movement. Its purpose included the promotion of alcohol education. Its goal was the ratification of an amendment to the United States Constitution outlawing the manufacture, distribution and sale of alcoholic beverages throughout the country.
The National Temperance Council stated that it represented 14-15 million American citizens and had a membership of ""22 organizations, church boards, and commissions"", with representatives from major Christian denominations. Notable temperance organisations in the United States that held membership in the National Temperance and Prohibition Council included the Woman's Christian Temperance Union, Preferred Risk Mutual Insurance Company, International Organisation of Good Templars, American Temperance Society, and Prohibition Party.",https://en.wikipedia.org/wiki/National_Temperance_Council,Event
Na'ale,"Na'ale (Hebrew: נַעֲלֶה, lit. 'Exalted') is an Israeli settlement in the West Bank. Located near Modi'in, it falls under the jurisdiction of Mateh Binyamin Regional Council. In 2022 it had a population of 2,839.
The international community considers Israeli settlements in the West Bank illegal under international law, but the Israeli government disputes this.
The settlement was built on land confiscated from the Palestinian towns of Al-Ittihad (Jammala), Deir Qaddis and Shabtin.",https://en.wikipedia.org/wiki/Na%27ale,Not an Event
"Avondale-Melbourne Heights, Louisville","Avondale-Melbourne Heights is a neighborhood in Louisville, Kentucky, United States.  Its boundaries are Breckenridge Lane on the east, Hikes Lane to the south, Furman Boulevard to the west, and the Watterson Expressway on the north.  The sixth-class city of Meadowview Estates is excluded.

","https://en.wikipedia.org/wiki/Avondale-Melbourne_Heights,_Louisville",Not an Event
"Trnje, Pivka","Trnje (pronounced [ˈtəɾnjɛ], German: Dorn) is a village east of Pivka in the Inner Carniola region of Slovenia.","https://en.wikipedia.org/wiki/Trnje,_Pivka",Not an Event
Woronora Plateau,"The Woronora Plateau is a plateau located in New South Wales, Australia. The area is adjacent to the Sydney Plains and is slightly higher in altitude. It is capped with Hawkesbury Sandstone. It is often hotter in summer and colder in winter than in metropolitan Sydney. The Woronora River flows through the deeply dissected plateau to the Georges River from near the sources of the Port Hacking, within the Sutherland Shire.
Located between the Woronora River and Forbes Creek it holds the suburb of Woronora Heights.

",https://en.wikipedia.org/wiki/Woronora_Plateau,Not an Event
Oued Seguen,"Oued Seguen is a town and commune in Mila Province, Algeria. At the 1998 census it had a population of 11,792.

",https://en.wikipedia.org/wiki/Oued_Seguen,Not an Event
1931–32 Brentford F.C. season,"During the 1931–32 English football season, Brentford competed in the Football League Third Division South. Despite leading the division for two months in mid-season, the Bees fell away and finished 5th.

",https://en.wikipedia.org/wiki/1931%E2%80%9332_Brentford_F.C._season,Event
1929 German Grand Prix,The 1929 German Grand Prix was a Grand Prix motor race held at the Nürburgring on 14 July 1929.,https://en.wikipedia.org/wiki/1929_German_Grand_Prix,Event
"Kangarlu, Zanjan","Kangarlu (Persian: كنگرلو, also Romanized as Kangarlū) is a village in Qanibeyglu Rural District, Zanjanrud District, Zanjan County, Zanjan Province, Iran. At the 2006 census, its population was 198, in 38 families.","https://en.wikipedia.org/wiki/Kangarlu,_Zanjan",Not an Event
List of acquisitions by Disney,"The Walt Disney Company was founded in 1923 and since 1996 has acquired many properties to
increase its size in the media industry. The table shows the most substantial and important acquisitions that Disney has made over the years.",https://en.wikipedia.org/wiki/List_of_acquisitions_by_Disney,Not an Event
EXA Infrastructure,"EXA Infrastructure is a digital infrastructure platform and cable network connecting Europe and North America owning over 110,000 km of fibre network in 34 countries. It owns and manages extensive terrestrial and subsea fiber networks, including Dunant, Havfrue, and Amitie. It was established in the 2000s as part of joint projects by Hibernia Networks, Interoute and KPN.  

",https://en.wikipedia.org/wiki/EXA_Infrastructure,Not an Event
Sonai Assembly constituency,Sonai Assembly constituency is one of the 126 state legislative assembly constituencies in Assam state in North Eastern India. It is also one of the 7 state legislative assembly constituencies included in the Silchar Lok Sabha constituency. Sonai,https://en.wikipedia.org/wiki/Sonai_Assembly_constituency,Not an Event
"Ranford, Western Australia",Ranford is a town located 3 kilometres (2 mi) north-east of Boddington along the road from Pinjarra to Williams.,"https://en.wikipedia.org/wiki/Ranford,_Western_Australia",Not an Event
Agriculture in Papua New Guinea,"Agriculture in Papua New Guinea has more than a 7,000 years old history, and developed out of pre-agricultural plant/food collecting and cultivation traditions of local hunter-gatherers. Currently around 85% of Papua New Guinea's population lives from semi-subsistence agriculture.  86% of all food energy consumed in Papua New Guinea is locally sourced.
Papua New Guinea produces and exports agricultural, timber, and fish products. Agriculture in 2017 accounted for 22.1% of the GDP and supported more than 80% of the population. Cash crops ranked by value are coffee, oil, cocoa, copra, tea, rubber, and sugar. The timber industry was not active in 1998, due to low world prices, but rebounded in 1999. About 40% of the country is covered with timber rich trees, and a domestic woodworking industry has been slow to develop. 99% of fishing exports are either tuna or tuna byproduct. Papua New Guinea has the largest yam market in Asia.",https://en.wikipedia.org/wiki/Agriculture_in_Papua_New_Guinea,Not an Event
Anandaban Hospital,"Anandaban Hospital aka Anandaban Leprosy Hospital is a non-government specialized tertiary leprosy care hospital located in Lele, Lalitpur in Bagmati Province of Nepal. It provides service to about 50,000 leprosy and general patients every year.
In partnership with International Nepal Fellowship, it runs Green Pastures Hospital and Rehabilitation Center in Pokhara.",https://en.wikipedia.org/wiki/Anandaban_Hospital,Not an Event
Sarayönü,"Sarayönü is a municipality and district of Konya Province, Turkey. Its area is 1,620 km2, and its population is 27,771 (2022). The town occupies the location of the ancient Laodicea Combusta.

",https://en.wikipedia.org/wiki/Saray%C3%B6n%C3%BC,Not an Event
Journal of Prisoners on Prisons,"The Journal of Prisoners on Prisons is a peer-reviewed academic journal, which gives a voice to prisoners. Using collections of essays, each issue brings to light new ideas, emotions, and descriptions of life inside minimum-to-maximum security institutions. The journal seeks to promote thought on why much of what is deemed criminal (e.g. illicit drug use) is deemed criminal, impacts on community members, including and up to the offender.
The journal's stated aim is ""to acknowledge the accounts, experiences, and criticisms of the criminalized by providing an educational forum that allows women and men to participate in the development of research that concerns them directly."" Furthermore, it attempts to affect policy shifts, and expose stereotypes, laws and policies it deems reactionary (e.g. sex offender registries in the United States), and the business of crime.
The journal is published by the University of Ottawa Press and was established in 1988. It was born out of the 3rd ICOPA Conference in Montreal, 1987. Related to the prison abolition movement, the journal supports the rights of prisoners inside, by allowing those outside to understand what really happens in a prison.",https://en.wikipedia.org/wiki/Journal_of_Prisoners_on_Prisons,Not an Event
Ozieri,"Ozieri (Sardinian: Otieri) is a comune (municipality) of approximatively 11,000 inhabitants in the province of Sassari, in the Italian region of Sardinia, in the Logudoro historical region.
Its cathedral of the Immacolata is the episcopal see of the Roman Catholic Diocese of Ozieri. 
Ozieri is the centre of the earliest known archaeological culture on Sardinia (known as Ozieri culture).",https://en.wikipedia.org/wiki/Ozieri,Not an Event
St. Paul Cash Spiel,"The St. Paul Let's Cure Lupus Cash Spiel is an annual bonspiel, or curling tournament, that takes place at the St. Paul Curling Club in St. Paul, Minnesota, United States. It is part of the World Curling Tour. The bonspiel takes place during the 6th/7th week of the Tour. In the past, the event has been held using a triple knockout format, but a round-robin tournament format has been used since the 2010 spiel. The men's tournament was started in 1994 and has been held every year since 1998 as part of the World Curling Tour. The women's tournament is due to begin in 2011.

",https://en.wikipedia.org/wiki/St._Paul_Cash_Spiel,Event
Aannemers- en Timmerbedrijf Roozemond,"Aannemers- en Timmerbedrijf Roozemond is a construction company in Stavenisse, Netherlands, the oldest family business in Zeeland province founded in 1650.

The services include:

construction of houses and roads
reconstruction, renovation, restoration
carpentry
mechanical woodworking, etc.

",https://en.wikipedia.org/wiki/Aannemers-_en_Timmerbedrijf_Roozemond,Not an Event
Beat FM 102.5,"102.5 Beat FM is a radio station located in Amman, Jordan. The station is owned by Seagulls Broadcast Ltd. and was established in 2005.

",https://en.wikipedia.org/wiki/Beat_FM_102.5,Not an Event
Alone (British TV series),"Alone is a British survival reality television competition show based on the original U.S. show of the same name and has aired on Channel 4 from 6 August to 10 September 2023.
It follows the self-documented daily struggles of 11 individuals as they survive alone in the wilderness for as long as possible using a limited amount of survival equipment. The participants are isolated from each other and all other humans, with the participants having to self-document and film their experiences themselves. They may ""tap out"" at any time or be removed due to failing a medical check-in. The contestant who remains the longest wins a grand prize of £100,000.
On 17 April 2024, Channel 4 confirmed the cancellation of the programme after airing just one series.

",https://en.wikipedia.org/wiki/Alone_(British_TV_series),Not an Event
Bronaki-Olki,"Bronaki-Olki [brɔˈnaki ˈɔlki] is a village in the administrative district of Gmina Jedwabne, within Łomża County, Podlaskie Voivodeship, in north-eastern Poland.",https://en.wikipedia.org/wiki/Bronaki-Olki,Not an Event
Caesia calliantha,"Caesia calliantha, commonly known as the blue grass lily or blue star lily, is a species of herbaceous flowering plant. It is a member of the Asphodelaceae family, subfamily Hemerocallidoideae, native to Australia found predominantly along the East coast in Victoria, New South Wales, South Australia and Tasmania.

",https://en.wikipedia.org/wiki/Caesia_calliantha,Not an Event
"Lockport, Illinois","Lockport is a city in Will County, Illinois, United States, located 30 miles southwest of Chicago. Per the 2020 census, the population was 26,094. The city was incorporated in 1853.  It is situated along the Illinois and Michigan (I&M) Canal, and was the headquarters of the canal when the canal was operating.  A section of the canal runs through Lockport, including the remains of the canal's Lock No. 1 from which the town received its name. The canal right-of-way is now the Illinois and Michigan National Heritage Corridor.","https://en.wikipedia.org/wiki/Lockport,_Illinois",Not an Event
Fairburn Historic Commercial District,"The Fairburn Historic Commercial District is a historic district in Fairburn, South Dakota which was listed on the National Register of Historic Places in 1995.  The listing then included five contributing buildings. It was decreased in size in 2018.
On the east side of Main Street, it includes two two-story false-front buildings, the IOOF Hall and Smith's Store.  On the west side is a two-story gable-roofed building, the Warren-Lamb Hotel.  These three buildings were built between 1917 and 1918.",https://en.wikipedia.org/wiki/Fairburn_Historic_Commercial_District,Not an Event
Corymbia hendersonii,"Corymbia hendersonii, commonly known as Henderson's bloodwood, is a species of tree that is endemic to Queensland. It has rough, tessellated bark on the trunk and branches, lance-shaped adult leaves, flower buds in groups of seven, creamy white flowers and urn-shaped to barrel-shaped fruit.

",https://en.wikipedia.org/wiki/Corymbia_hendersonii,Not an Event
