title,summary,url,annotation
Nistar-class diving support vessel,"The Nistar class is a series of two diving support vessels being built by Hindustan Shipyard (HSL) for the Indian Navy. The deal was signed on 20 September 2018 with the delivery of the ships is scheduled to commence from July 2023. The primary role of the vessels to support the Indian Navy's submarine fleet and meet various operational requirements such as submarine rescue, deep sea diving operations, sustained patrolling, non combatant evacuation operations and search and rescue (SAR).",https://en.wikipedia.org/wiki/Nistar-class_diving_support_vessel,Not an Event
Tambunan District,"Tambunan (Malay: Pekan Tambunan) is the capital of the Tambunan District in the Interior Division of Sabah, Malaysia. Its population was estimated to be around 35,667 in 2010. It is located 80 kilometres east of the state capital, Kota Kinabalu (to which is connected by the Kota Kinabalu-Tambunan-Keningau Highway), 48 kilometres south of Ranau and 48 kilometres north of Keningau. At an average altitude of 750 metres, this valley town, which is part of the Crocker Range, experiences a mild tropical climate all year long. The valley is peppered with terraced paddy fields and 70 villages. The dense forests of bamboo around Tambunan town are a legacy of the British colonial period, during which an edict stated that 20 bamboo sprouts had to be planted for every bamboo cut.",https://en.wikipedia.org/wiki/Tambunan,Not an Event
Enfield Town branch line,"The Enfield Town branch is a suburban branch line in the England. In 2014 it is in fact the combination of the original Enfield branch which was built in 1849 by the Eastern Counties Railway (ECR) and a later line built by the Great Eastern Railway (GER) from Hackney Downs to Edmonton in 1872. The line is currently a double-tracked suburban railway with services running between Liverpool Street station and Enfield Town as well as some other services running from Liverpool Street to Cheshunt. Part of the original branch is closed and little visible remains today.

",https://en.wikipedia.org/wiki/Enfield_Town_branch_line,Not an Event
UMW Bituminous coal strike of 1977–1978,"The Bituminous coal strike of 1977–1978 was a 110-day national coal strike in the United States led by the United Mine Workers of America. It began December 6, 1977, and ended on March 19, 1978. It is generally considered a successful union strike, although the contract was not beneficial to union members.
Since the 1940s, the United Mine Workers of America (UMWA) had negotiated a nationwide National Coal Wage Agreement with the Bituminous Coal Operators Association (BCOA), a group of large coal mine operators. The three-year agreements covered national bargaining issues such as wages, health and pension benefits, workplace health and safety, and work rules. Local agreements, far more limited in scope, were negotiated by each individual local affiliate of UMWA.",https://en.wikipedia.org/wiki/UMW_Bituminous_coal_strike_of_1977%E2%80%931978,Event
"Hotel St. Regis, Detroit","The Hotel St. Regis is a luxury boutique hotel in New Center, Detroit, Michigan. The hotel connects to Cadillac Place and the Fisher Building, both on the list of National Historic Landmarks in Michigan. The hotel has 5,000 square feet (460 m2) of meeting space. The hotel was built in the Neoclassical architecture style.","https://en.wikipedia.org/wiki/Hotel_St._Regis,_Detroit",Not an Event
List of World War II aces from Poland,This is a list of fighter aces in World War II from Poland.,https://en.wikipedia.org/wiki/List_of_World_War_II_aces_from_Poland,Not an Event
Silver Arrow Sniper,"The Silver Arrow Sniper is a reconnaissance UAV developed in Israel in the 1990s.
The Sniper's configuration resembles that of a conventional private aircraft with fixed tricycle landing gear, driven by a nose-mounted propeller and a 28.5 kW (38 horsepower) piston engine. Its only unusual feature is an upright vee tail.",https://en.wikipedia.org/wiki/Silver_Arrow_Sniper,Not an Event
Lomela River,"The Lomela River is a river in the Democratic Republic of the Congo. It is one of the main tributaries of the Busira River, which forms where the Lomela meets the Tshuapa River.
The Busira is in turn the main tributary of the Ruki River, which enters the Congo River to the north of Mbandaka.",https://en.wikipedia.org/wiki/Lomela_River,Not an Event
"Baihe Town, Gansu","Baihe is a town in the southwest of Li County, Gansu. The townhall is located in Baihejia village. It is an agricultural trading town. It is known for rhubarb cultivation.
In 1941 Baihe township was established. In 1952 Baihe, Houwan and Gutao villages were split to separate townships. In 1983 Baihe township was re-established.
Baihe town administers 22 villages, the largest being Baihe, Zhulin, and Quanshui.","https://en.wikipedia.org/wiki/Baihe_Town,_Gansu",Not an Event
"Nukan, Kermanshah","Nukan (Persian: نوكان, also Romanized as Nūkān, Nookan, Nowkān; also known as Naūkān) is a village in Dorudfaraman Rural District, in the Central District of Kermanshah County, Kermanshah Province, Iran. At the 2006 census, its population was 10,377, in 2,563 families.","https://en.wikipedia.org/wiki/Nukan,_Kermanshah",Not an Event
"Granville, Queensland","Granville is a rural locality in the Fraser Coast Region, Queensland, Australia. It is a suburb of Maryborough. In the 2021 census, Granville had a population of 2,532 people.

","https://en.wikipedia.org/wiki/Granville,_Queensland",Not an Event
Mt. Woods Cemetery,"Mt. Woods Cemetery, also known as Mt. Wood Cemetery, Hebrew and Jewish Orthodox Cemetery and Eoff Street Temple Cemetery, is a historic rural cemetery located at Wheeling, Ohio County, West Virginia. It was listed on the National Register of Historic Places in 2013.

",https://en.wikipedia.org/wiki/Mt._Woods_Cemetery,Not an Event
Paucihalobacter,"Paucihalobacter is a Gram-negative, strictly aerobic, rod-shaped and non-motile genus of bacteria from the family of Flavobacteriaceae with one known species (Paucihalobacter ruber). Paucihalobacter ruber has been isolated from sediments from the bottom of the Chaiwopu Lake.",https://en.wikipedia.org/wiki/Paucihalobacter,Not an Event
Headless software,"Headless software (e.g. ""headless Linux"",) is software capable of working on a device without a graphical user interface. Such software receives inputs and provides output through other interfaces like network or serial port and is common on servers and embedded devices.
The term ""headless"" is most often used when the ordinary version of the program requires that a graphics card or similar graphical interface device be present. For instance, the absence of a graphic card, mouse or keyboard may cause an initialization process that assumes their presence to fail, or the graphics card may be relied upon to build some offline image that is later served through network.
A headless computer (for example, and most commonly, a server) may be missing many of the system libraries that support the display of graphical interfaces. Software that expects these libraries may fail to start or even to compile if such libraries are not present.",https://en.wikipedia.org/wiki/Headless_software,Not an Event
"Fresno City, California","Fresno ( ; Spanish for 'Ash') is a major city in the San Joaquin Valley of California, United States. It is the county seat of Fresno County and the largest city in the greater Central Valley region. It covers about 115 square miles (300 km2) and had a population of 542,107 as of the 2020 census, making it the fifth-most populous city in California, the most populous inland city in California, and the 34th-most populous city in the nation.
Named for the abundant ash trees lining the San Joaquin River, Fresno was founded in 1872 as a railway station of the Central Pacific Railroad before it was incorporated in 1885. It has since become an economic hub of Fresno County and the San Joaquin Valley, with much of the surrounding areas in the Metropolitan Fresno region predominantly tied to large-scale agricultural production. Fresno is near the geographic center of California, approximately 220 miles (350 km) north of Los Angeles, 170 miles (270 km) south of the state capital, Sacramento, and 185 miles (300 km) southeast of San Francisco. Yosemite National Park is about 60 miles (100 km) to the north, Kings Canyon National Park 60 miles (100 km) to the east, and Sequoia National Park 75 miles (120 km) to the southeast.
Fresno is also the third-largest majority-Hispanic city in the United States with 50.5% of its population being Hispanic in 2020.","https://en.wikipedia.org/wiki/Fresno,_California",Not an Event
"National Weather Service Buffalo, New York","The National Weather Service Buffalo, New York is a local office of the National Weather Service responsible for monitoring weather conditions in Western New York and other portions of upstate, downwind from Lake Erie and Lake Ontario. It is based on the premises of Buffalo Niagara International Airport in Cheektowaga. The territory covers the cities of Buffalo, Rochester, Geneva, Fulton, and Watertown. Much of the office's work focuses on lake-effect snow.

","https://en.wikipedia.org/wiki/National_Weather_Service_Buffalo,_New_York",Not an Event
Bahrain at the 2011 World Championships in Athletics,"Bahrain competed at the 2011 World Championships in Athletics from August 27 to September 4 in Daegu, South Korea.",https://en.wikipedia.org/wiki/Bahrain_at_the_2011_World_Championships_in_Athletics,Not an Event
"Górki, Pisz County","Górki [ˈɡurki] is a settlement in the administrative district of Gmina Orzysz, within Pisz County, Warmian-Masurian Voivodeship, in northern Poland. It lies approximately 17 kilometres (11 mi) north-west of Orzysz, 30 km (19 mi) north of Pisz, and 82 km (51 mi) east of the regional capital Olsztyn.

","https://en.wikipedia.org/wiki/G%C3%B3rki,_Pisz_County",Not an Event
Metal Knight,"Metal Knight (Chinese: 铁甲风暴; lit. 'Ironclad Storm') is a real-time strategy video game released in 1998, developed by Object Software Limited and published in mainland China by Object Software and in Taiwan by T-time Technology Co., Ltd. In 1999 the English version was published by Microforum in the United States and Italy. The game supports eight online players. The game sold over 300,000 copies and received high ratings from game magazines such as Popsoft and Play. It was followed by an expansion named Black Front.",https://en.wikipedia.org/wiki/Metal_Knight,Not an Event
Catla,"Catla (Labeo catla), (Bengali: কাতলা, romanized: kātlā) also known as the major South Asian carp, is an economically important South Asian freshwater fish in the carp family Cyprinidae. It is native to rivers and lakes in northern India, Bangladesh, Myanmar, Nepal, and Pakistan, but has also been introduced elsewhere in South Asia and is commonly farmed.
In Nepal and neighbouring regions of India, up to Odisha, it is called Bhakura.
Catla is a fish with large and broad head, a large protruding lower jaw, and upturned mouth. It has large, greyish scales on its dorsal side with a whitish belly. It reaches up to 182 cm (6.0 ft) in length and 38.6 kg (85 lb) in weight.
Catla is a surface and midwater feeder. Adults feed on zooplankton using large gill rakers, while young ones feed on both zooplankton and phytoplankton. Catla attains sexual maturity at an average age of two years and an average weight of 2 kg (4.4 lb).",https://en.wikipedia.org/wiki/Catla,Not an Event
Syfy (Portuguese TV channel),"Syfy (formerly known as Sci Fi Channel and Syfy Universal) is a Portuguese digital cable, IPTV and satellite television launched on 6 December 2008 and specializes in science fiction, fantasy, and horror shows and movies.
Syfy HD was launched on 27 April 2009 on MEO on channel 64; it is now on channel 67.
Syfy Portugal is regulated in Spain by the National Commission on Competition & Markets (CNMC).",https://en.wikipedia.org/wiki/Syfy_(Portuguese_TV_channel),Not an Event
Ministry of Justice and Human and Minority Rights,"The Ministry of Justice in the Government of Montenegro (Montenegrin: Ministarstvo Pravde u Vladi Crne Gore / Министарство Праве у Влади Црне Горе, MPVCG) is the ministry in the Government of Montenegro which is in charge of the nation's justice system and human and minority rights.",https://en.wikipedia.org/wiki/Ministry_of_Justice_and_Human_and_Minority_Rights,Not an Event
Operating point,"The operating point is a specific point within the operation characteristic of a technical device. This point will be engaged because of the properties of the system and the outside influences and parameters.  In electronic engineering establishing an operating point is called biasing.

",https://en.wikipedia.org/wiki/Operating_point,Not an Event
"Barrineau Park, Florida","Barrineau Park is an unincorporated community in  Escambia County, Florida, United States. It is approximately 5 miles (8.0 km) west of Molino and a few miles from the Perdido River. It is a rural community of low hills, farms, creeks and woods.
Barrineau Park is part of the Pensacola–Ferry Pass–Brent Metropolitan Statistical Area.

","https://en.wikipedia.org/wiki/Barrineau_Park,_Florida",Not an Event
Continuous symmetry,"In mathematics, continuous symmetry is an intuitive idea corresponding to the concept of viewing some symmetries as motions, as opposed to discrete symmetry, e.g. reflection symmetry, which is invariant under a kind of flip from one state to another. However, a discrete symmetry can always be reinterpreted as a subset of some higher-dimensional continuous symmetry, e.g. reflection of a 2-dimensional object in 3-dimensional space can be achieved by continuously rotating that object 180 degrees across a non-parallel plane.

",https://en.wikipedia.org/wiki/Continuous_symmetry,Not an Event
Microbody,"A microbody (or cytosome) is a type of organelle that is found in the cells of plants, protozoa, and animals. Organelles in the microbody family include peroxisomes, glyoxysomes, glycosomes and hydrogenosomes. In vertebrates, microbodies are especially prevalent in the liver and kidney. Many membrane bound vesicles called microbodies that contain various enzymes, are present in both plant and animal cells

",https://en.wikipedia.org/wiki/Microbody,Not an Event
Triarylamine,"In chemistry, a triarylamine has the formula NAr3 where Ar is any of several aryl groups.  The parent member is triphenylamine.  Triarylamines are of interest as components of molecular electronics as well as some dyes.",https://en.wikipedia.org/wiki/Triarylamine,Not an Event
Verkhnyaya Barabanovka,"Verkhnyaya Barabanovka (Russian: Верхняя Барабановка) is a rural locality in Maximovsky Selsoviet, Yanaulsky District, Bashkortostan, Russia. The population was 202 as of 2014. It has 6 streets.",https://en.wikipedia.org/wiki/Verkhnyaya_Barabanovka,Not an Event
Huai Ket railway station,"Huai Ket railway station is a railway station located in Ngiu Rai Subdistrict, Taphan Hin District, Phichit, Thailand. It is located 324.915 km from Bangkok railway station and is a class 3 railway station. It is on the Northern Line of the State Railway of Thailand.",https://en.wikipedia.org/wiki/Huai_Ket_railway_station,Not an Event
"2011 Philadelphia, Mississippi tornado","The 2011 Philadelphia, Mississippi Tornado was an extremely powerful and fast-moving multi-vortex tornado that touched down in eastern Mississippi on the afternoon of April 27, 2011. Part of the historic 2011 Super Outbreak, the largest tornado outbreak on record, this was the first of four EF5 tornadoes to touch down that day and the first such storm in Mississippi since the 1966 Candlestick Park tornado. While on the ground for 30 minutes, it traveled along a 28.28-mile (45.51 km) path through four counties, leaving behind three deaths, eight injuries, and $1.1 million in damage.
The supercell thunderstorm that produced this tornado formed around 1:00 p.m. CDT south of Jackson, Mississippi. Traveling briskly to the northeast, it became severe within 25 minutes and potentially tornadic by 1:36 p.m. CDT. A tornado finally touched down at 2:30 p.m. CDT just east of the Philadelphia Municipal Airport. It quickly intensified and began producing EF5 damage by 2:38 p.m. CDT; extreme ground scouring, up to .5 metres (1.6 ft) deep in places, occurred in northeastern Neshoba County. After crossing into Kemper County, the tornado obliterated a mobile home, killing all three inside. It reached EF5 strength a second time near the Kemper–Winston county line where extreme ground scouring again took place and pavement was scoured from roads. Extensive tree damage took place elsewhere along the track and it ultimately dissipated at 3:00 p.m. CDT about 6 miles (9.7 km) north of Mashulaville.

","https://en.wikipedia.org/wiki/2011_Philadelphia,_Mississippi_tornado",Event
1873 in Australian literature,"This article presents a list of the historical events and publications of Australian literature during 1873.

",https://en.wikipedia.org/wiki/1873_in_Australian_literature,Event
