title,summary,url,annotation
"Liverpool Scottish Memorial, Railway Wood","The Liverpool Scottish Memorial is a World War I memorial erected in Belgium in 2000. It is located in Railway Wood on the Bellewaerde Ridge near Zillebeke, about 4 kilometres east of Ypres, and a little north of Hooge. The area was the site of intensive fighting in the First World War. Near the memorial is the site of RE Grave, Railway Wood.","https://en.wikipedia.org/wiki/Liverpool_Scottish_Memorial,_Railway_Wood",Not an Event
Congolius,"Congolius is a genus of frogs in the family Hyperoliidae. It is monotypic, being represented by the single species Congolius robustus. It is endemic to the Democratic Republic of the Congo. Its natural habitats are subtropical or tropical moist lowland forests, swamps, freshwater marshes, intermittent freshwater marshes, rural gardens, and heavily degraded former forest.

",https://en.wikipedia.org/wiki/Congolius,Not an Event
2013–14 Penn State Nittany Lions basketball team,"The Penn State Nittany Lions are the athletic teams of Pennsylvania State University, except for the women's basketball team, known as the Lady Lions. The school colors are navy blue and white. The school mascot is the Nittany Lion. The intercollegiate athletics logo was commissioned in 1983.
For most sports, Penn State participates as a member institution of the Big Ten Conference and NCAA Division I of the National Collegiate Athletic Association (NCAA), the highest level of collegiate level play. It is one of only 15 universities in the nation that plays Division I FBS football and Division I men's ice hockey. Two sports, men's volleyball and women's ice hockey, participate in different conferences because they are not offered in the Big Ten Conference. The men's volleyball team competes in the Eastern Intercollegiate Volleyball Association (EIVA) and women's ice hockey competes in Atlantic Hockey America (AHA). The fencing teams operate as independents.
Penn State has finished in the top 25 in every NACDA Directors' Cup final poll, a feat only matched by nine other institutions: Stanford, UCLA, USC, Florida, Ohio State, Texas, North Carolina, and Michigan.  The NACDA Director's Cup is a list compiled by the National Association of Collegiate Directors of Athletics that charts institutions' overall success in college sports.  Penn State's highest finish came in the 1998–99 standings when the Nittany Lions finished 3rd.  PSU finished in 5th place in the 2013–14 standings; it was the fifth time the program finished in the top 5 and the tenth time the program finished in the top 10.
Penn State joined the Big Ten in 1991, after being a member of the Atlantic 10 Conference from 1976–79 and 1982-91.",https://en.wikipedia.org/wiki/Penn_State_Nittany_Lions,Not an Event
Gavia schultzi,"Gavia schultzi is an extinct species of loon from the Middle Miocene of Austria. It is amongst the oldest known species in the genus and larger than the older Gavia egeriana from the Early Miocene Czech Republic.

",https://en.wikipedia.org/wiki/Gavia_schultzi,Not an Event
J Storm,"JSTOR ( JAY-stor; short for Journal Storage) is a digital library of academic journals, books, and primary sources founded in 1994. Originally containing digitized back issues of academic journals, it now encompasses books and other primary sources as well as current issues of journals in the humanities and social sciences. It provides full-text searches of almost 2,000 journals. Most access is by subscription but some of the site is public domain, and open access content is available free of charge.

",https://en.wikipedia.org/wiki/JSTOR,Not an Event
Business acumen,"Business acumen, also known as business savviness, business sense and business understanding, is a combination of knowledge, skills, and experience that enables individuals to understand business situations, make sound decisions, and drive successful outcomes for an organization. It is also defined as ""keenness and quickness in understanding and dealing with a business situation (risks and opportunities) in a manner that is likely to lead to a good outcome"". It involves having a ""big picture"" view of the business, financial literacy, strategic thinking, problem-solving, and effective communication. The UK government considers business acumen to be a skill required by civil service staff with responsibilities in a contract management role. 
Additionally, business acumen is viewed as having emerged as a vehicle for improving financial performance and leadership development. Consequently, several types of strategies have developed around improving business acumen. 

",https://en.wikipedia.org/wiki/Business_acumen,Not an Event
Ilex glabra,"Ilex glabra, also known as Appalachian tea, evergreen winterberry, Canadian winterberry, gallberry, inkberry, dye-leaves and houx galbre, is a species of evergreen holly native to the coastal plain of eastern North America, from coastal Nova Scotia to Florida and west to Louisiana where it is most commonly found in sandy woods and peripheries of swamps and bogs. Ilex glabra is often found in landscapes of the middle and lower East Coast of the United States. It typically matures to 5–8 ft (1.5–2.4 m) tall, and can spread by root suckers to form colonies. It normally is cultivated as an evergreen shrub in USDA zones 6 to 10.
Gallberry nectar is the source of a pleasant honey that is popular in the southern United States.

",https://en.wikipedia.org/wiki/Ilex_glabra,Not an Event
Azerbaijani culture,"The culture of Azerbaijan (Azerbaijani: Azərbaycan mədəniyyəti) combines a diverse and heterogeneous set of elements which developed under the influence of Iranic, Turkic and Caucasian cultures. Azerbaijani culture includes its cuisine, literature, folk art, and music.",https://en.wikipedia.org/wiki/Culture_of_Azerbaijan,Not an Event
Demandware,"Demandware is a software technology company headquartered in Burlington, Massachusetts, that provides a cloud-based unified e-commerce platform for retailers and brand manufacturers around the world.
Founded in 2004, Demandware was acquired by Salesforce in 2016 for $2.8B. The company was subsequently renamed Salesforce Commerce Cloud.",https://en.wikipedia.org/wiki/Demandware,Not an Event
Agrilus taeniatus,"Agrilus taeniatus is a species of metallic wood-boring beetle in the family Buprestidae. It is found in Central America and North America.

",https://en.wikipedia.org/wiki/Agrilus_taeniatus,Not an Event
2021–22 Bangladesh Women's Football League,"The 2021–22 Bangladesh Women's Football League, also known as the Bashundhara Group Bangladesh Women's Football League 2021–22 due to sponsorship reason. It was the 5th season of the Bangladesh Women's Football League, the top level of women's football in Bangladesh, since its establishment in 2011. The league was commenced on 15 November 2022 and ended on 31 December 2022.
Bashundhara Kings Women won the current 2021–22 season title.

",https://en.wikipedia.org/wiki/2021%E2%80%9322_Bangladesh_Women%27s_Football_League,Not an Event
Hyoja-dong,"Hyoja-dong is a dong (neighborhood) of Jongno District, Seoul, South Korea.",https://en.wikipedia.org/wiki/Hyoja-dong,Not an Event
Historic Dead,"Historic Dead is a live album by the rock group the Grateful Dead. It was recorded at the Avalon Ballroom in San Francisco, California in late 1966, and released in June 1971.",https://en.wikipedia.org/wiki/Historic_Dead,Not an Event
2018–19 EuroLeague regular season,"The 2018–19 EuroLeague Regular Season is played from 11 October 2018 to 6 April 2019. A total of 16 teams compete in the regular season to decide the eight places of the playoffs.
Times since 1 November 2018 up to 22 March 2019 are CET (UTC+1), times up to 26 October 2018 and since 28 March 2019 are CEST (UTC+2).",https://en.wikipedia.org/wiki/2018%E2%80%9319_EuroLeague_regular_season,Event
Avatrombopag,"Avatrombopag, sold under the brand name Doptelet,  is a medication that used for certain conditions that lead to thrombocytopenia (low platelets) such as thrombocytopenia associated with chronic liver disease in adults who are to undergo a planned medical or dental procedure. It was approved for medical use in the United States in May 2018, the European Union in June 2019, and Australia in January 2023.
It acts as a thrombopoietin receptor agonist.",https://en.wikipedia.org/wiki/Avatrombopag,Not an Event
Apoica,"Apopka is a city in Orange County, Florida. The city's population was 54,873 at the 2020 census. It is part of the Orlando–Kissimmee–Sanford Metropolitan Statistical Area. Apopka comes from Seminole word Ahapopka for ""potato-eating place"".
Apopka is referred to as the ""Indoor Foliage Capital of the World"" due to the many greenhouse nurseries there.

","https://en.wikipedia.org/wiki/Apopka,_Florida",Not an Event
Koonamthai,"Koonamthai is an area in the city of Kochi in Kerala, India. Situated around 8 km from the city centre, it is one of the wards in Kalamassery municipality.",https://en.wikipedia.org/wiki/Koonamthai,Not an Event
Lost River Athletic Conference,"The Lost River Athletic Conference was a short-lived IHSAA-sanctioned conference in southern Indiana, formed in 1971. Member schools hailed from Clark, Dubois, Martin, Orange, and Washington counties. Membership was never stable in its six-year span, and multiple schools held dual membership in other conferences.

Borden played concurrently in the LRAC and SAC for the 1974-75 season.
Eastern played in the LRAC and SAC concurrently for the 1975-76 and 1976-77 seasons.
Shoals had dual membership in the LRAC and SWIAC for their entire duration in the conference.",https://en.wikipedia.org/wiki/Lost_River_Athletic_Conference,Not an Event
List of cities and towns in the Northern Cape,"This is a list of cities and towns in the Northern Cape Province of South Africa.

",https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_the_Northern_Cape,Not an Event
List of the busiest airports in Kazakhstan,"This is a list of the busiest airports in Kazakhstan

",https://en.wikipedia.org/wiki/List_of_the_busiest_airports_in_Kazakhstan,Not an Event
Pterygoid bone,"The pterygoid is a paired bone forming part of the palate of many vertebrates, behind the palatine bones.
It is a flat and thin lamina, united to the medial side of the pterygoid process of the sphenoid bone, and to the perpendicular lamina of the palatine bone.",https://en.wikipedia.org/wiki/Pterygoid_bone,Not an Event
Sanok-Turka Mountains,"The Sanok-Turka Mountains (Polish: Góry Sanocko-Turczańskie; Ukrainian: Сяноцько-Турчанські гори) are a mountain range in the Eastern Beskids, within the Outer Eastern Carpathians. They are located in southern border section between Poland and Ukraine .
The Sanok-Turka mountain range stretches on an area of 930 km2 to the north of the Bieszczady Mountains, and to the south of the Przemyskie Upland, between the valleys of the middle San and Stryi River. They extend after the river Stryi by the Beskidy Brzeżne. The northern boundary is made by the rivers Wiar, Łomna, Stupnica, Leszczawka, Lachawka and Tyrawski, the western valley of the river San. Sometimes the territories to the East and South of the river Wiar, (like the Sucha Obycz Massif), and the east of the Lachawka river valley to the valley of the river San (Wysokiego mountain range) are added to Sanocko-Turczańskie mountains (there are also different variations of the northern border). The southern border is generally carried through the ridges of the Otryt mountain range and through the San where the Tyrawski river joins as a tributary, although sometimes the Otryt mountain range is linked with the Sanocko-Turczańskie mountains, then the southern border is the Upper San river.
The highest peak of the mountain range is Magura Łomniańska (with a height of 1024 metres), while on the Polish side of the border the highest peak is Jaworniki at 909 metres, (or Trohaniec if you use the expanded border at a height of 939 metres). The characteristics of the mountain range is that they had a straight stretch which is separated by valleys of rivers or streams. The height increase of the mountain range is in the South-Western direction.",https://en.wikipedia.org/wiki/Sanok-Turka_Mountains,Not an Event
Southern hip hop,"Southern hip hop, also known as Southern rap, South Coast hip hop, or dirty south, is a blanket term for a regional genre of American hip hop music that emerged in the Southern United States, especially in Georgia, Texas, Louisiana, Tennessee, and Florida—often titled “The Big 5,” five states which constitute the ""Southern Network"" in rap music.
The music was a reaction to the 1980s flow of hip hop culture from New York City and the Los Angeles area and can be considered the third major American hip hop scene, alongside East Coast hip hop and West Coast hip hop. Many early Southern rap artists released their music independently or on mixtapes after encountering difficulty securing record-label contracts in the 1990s. By the early 2000s, many Southern artists had attained success, and as the decade went on, both mainstream and underground varieties of Southern hip hop became among the most popular and influential of the entire genre.",https://en.wikipedia.org/wiki/Southern_hip_hop,Not an Event
List of Chester F.C. seasons,"Chester Football Club is an association football club based in Chester. They are currently members of the National League North, the sixth tier of English football, and play at the Deva Stadium.
The club was founded in 2010 following the liquidation of Chester City. In its inaugural season it competed in Division One North of the Northern Premier League, following a successful appeal to the Football Association against its initial placement in the North West Counties League. After winning this division, it then won the Northern League Premier Division in 2011–12 and the Conference North in 2012–13. Chester returned to the National League North following relegation in 2017–18.

",https://en.wikipedia.org/wiki/List_of_Chester_F.C._seasons,Not an Event
June 1949,The following events occurred in June 1974:,https://en.wikipedia.org/wiki/June_1974,Event
Birch Lakes State Forest,"The Birch Lakes State Forest is a state forest located in Stearns County, Minnesota. One of the smallest Minnesota state forests, it is managed primarily for recreation by the Minnesota Department of Natural Resources. Big Birch Lake, a 2,112 acres (855 ha) sand- and marl-bottomed lake, is accessible from the northeast corner of the forest. The forest is located in a transitory ecotone between the temperate deciduous forest to the northeast and the tallgrass prairie to the southwest, with the rolling terrain characteristic of the glacial activity in the area.
Outdoor recreation activities include boating, fishing, swimming in Big Birch Lake, as well as hunting, picnicking, and backcountry camping in the forest. Trails include 7 miles (11 km) of hiking, 7 miles (11 km) of mountain biking, and 4.1 miles (6.6 km) for snowmobiling.

",https://en.wikipedia.org/wiki/Birch_Lakes_State_Forest,Not an Event
Bratronice (Strakonice District),"Bratronice is a municipality and village in Strakonice District in the South Bohemian Region of the Czech Republic. It has about 70 inhabitants.
Bratronice lies approximately 13 kilometres (8 mi) north of Strakonice, 64 km (40 mi) north-west of České Budějovice, and 90 km (56 mi) south-west of Prague.

",https://en.wikipedia.org/wiki/Bratronice_(Strakonice_District),Not an Event
Matthew 10:16,Matthew 10:16 is a verse in the tenth chapter of the Gospel of Matthew in the New Testament.,https://en.wikipedia.org/wiki/Matthew_10:16,Not an Event
Ace Racer,"Ace Racer is an online free-to-play racing game developed and published by NetEase Games and is available for IOS and Android. The game went into public beta in China on 23 July 2021. The global version of Ace Racer has been released on 16 March 2023. 

",https://en.wikipedia.org/wiki/Ace_Racer,Not an Event
Aminoacetaldehyde diethylacetal,"Aminoacetaldehyde diethylacetal is the organic compound with the formula (EtO)2CHCH2NH2.  A colorless liquid, it is used as a surrogate for aminoacetaldehyde.",https://en.wikipedia.org/wiki/Aminoacetaldehyde_diethylacetal,Not an Event
Crown steeple,"A crown steeple, or crown spire, is a traditional form of church steeple in which curved stone flying buttresses form the open shape of a rounded crown. Crown spires first appeared in the Late Gothic church architecture in England and Scotland during the Late Middle Ages, continued to be built through the 17th century and reappeared in the late 18th century as part of the Gothic Revival.",https://en.wikipedia.org/wiki/Crown_steeple,Not an Event
1997 Brisbane Lions season,"The Brisbane Lions' 1997 season was its first season in the Australian Football League (AFL) after its merger.

",https://en.wikipedia.org/wiki/1997_Brisbane_Lions_season,Event
Mali Singh,Mali Singh is a village in the Punjab province of Pakistan. It is located at 30°41'30N 73°47'0E with an altitude of 169 metres (557 feet).,https://en.wikipedia.org/wiki/Mali_Singh,Not an Event
"Ripley Township, Huron County, Ohio","Ripley Township is one of the nineteen townships of Huron County, Ohio, United States. As of the 2020 census the population of the township was 1,116.","https://en.wikipedia.org/wiki/Ripley_Township,_Huron_County,_Ohio",Not an Event
1825 in Chile,The following lists events that happened during 1825 in Chile.,https://en.wikipedia.org/wiki/1825_in_Chile,Event
"Wingen, Bas-Rhin","Wingen (French pronunciation: [viŋ(g)ən], Alsacian : Wìnge) is a commune in the Bas-Rhin department in Grand Est in north-eastern France.","https://en.wikipedia.org/wiki/Wingen,_Bas-Rhin",Not an Event
2002–03 Czech 1. Liga season,"The 2002–03 Czech 1.liga season was the tenth season of the Czech 1.liga, the second level of ice hockey in the Czech Republic. 14 teams participated in the league, and HC Kladno won the championship.

",https://en.wikipedia.org/wiki/2002%E2%80%9303_Czech_1._Liga_season,Event
"Cristo Rey, Cayo","Cristo Rey	 is a village in the	Cayo District	of	central interior	Belize, situated on the east bank of the Macal River. The village is in an agricultural region with the most frequent crops being citrus and banana. It is one of 192 municipalities administered at the village level in the country for census taking purposes.

","https://en.wikipedia.org/wiki/Cristo_Rey,_Cayo",Not an Event
Lashly Formation,"The Lashly Formation is a Late Triassic (Carnian) geologic formation in Victoria Land of Antarctica. The formation has provided fossil flora and indeterminate reptiles and dicynodonts.
Tuff found in combination with Dicroidium fragments were interpreted as the result of a forest fire during the Triassic.

",https://en.wikipedia.org/wiki/Lashly_Formation,Not an Event
Paladilhia hungarica,"Paladilhia hungarica is a species of small freshwater snail, an aquatic gastropod mollusc in the family Moitessieriidae. This species is endemic to Hungary.
The shell is approximately 2 mm long with a diameter of 1 mm, with a glass-like shine. The shell becomes white when the animal dies. The species lives only in the Mecsek mountains, in two caves and in springs with clear karst water. Little is known about it, apart from being an omnivore. Its habitat is scattered and small.",https://en.wikipedia.org/wiki/Paladilhia_hungarica,Not an Event
St. Nicholas' GAA,"St Nicholas' Gaelic Football Club is a Gaelic Athletic Association club located in the Ballyvolane and Blackpool areas of Cork, Ireland. The club, a sister of Glen Rovers, is solely concerned with the game of Gaelic football.

",https://en.wikipedia.org/wiki/St._Nicholas%27_GAA,Not an Event
Glyphodes oriolalis,"Glyphodes oriolalis is a moth of the family Crambidae. It is found on the Comoros (Grand Comoro).
Its wingspan is 29 millimetres (1.1 in), with a length of the forewings of 14 millimetres (0.55 in).",https://en.wikipedia.org/wiki/Glyphodes_oriolalis,Not an Event
Tambisan Island,Tambisan Island (Malay: Pulau Tambisan) is a Malaysian island located in the Sulu Sea on the state of Sabah.,https://en.wikipedia.org/wiki/Tambisan_Island,Not an Event
First Data,"A first date is the initial meeting during the dating process of two individuals, in which an effort is made to ask about each other, plan a potential relationship, and/or organize some sort of romantic activity. Aims vary between finding a romantic, platonic, or sexual partner for a short period, to finding a long-term spouse. Dating can vary between cultures, lifestyles, religion, gender, and sexual orientation.
In many countries and cultures, it is the process that romantic relationships are developed and future spouses are found. Some people go on first dates to evaluate a person's potential as a sexual partner. Often, people have dates arranged for them by their friends, or they meet the individual at work, a party, in class, in their community or online on a social media website or dating website. During the date, each participant can evaluate the compatibility of the other person and get the opportunity to screen out individuals who engage in behaviour that a person does not prefer.
There are many possible outcomes on the conclusion of a first date. The two individuals may agree to a second date. One or both parties may decide that there are incompatibility issues and decide not to pursue further dates. Compatibility factors vary a great deal, and can include religion, whether or not a person uses drugs or alcohol, appearance, or personality. Alternatively, the two parties may decide to become friends or some other type of Platonic relationship (a non-sexual relationship). Some first dates may lead to a romantic relationship that can range in duration from short period to a long period.

",https://en.wikipedia.org/wiki/First_date,Not an Event
Institute of Directors (India),"The Institute of Directors (India) was established in India on 12 July 1990, as a not-for-profit, apex association of Directors under the India's 'Societies Registration Act XXI of 1860' to improve their professional competence. It has since grown to associate with more than 30,000 leaders from Govt, PSU and Private organisations.
Over the years, the Institute of Directors, India, has been debating on a number of Boardroom issues for their Governance, Development, Sustainability and Inclusive Growth. IOD, India is committed to its endeavor of building boards of the future. The IOD, India's activities extend from Boardroom Trainings, Researches, Publications, Board Advisory Services and Monthly Lectures to Workshops and networking of Members, Directors and Global Leaders through various National & International Conventions and platforms to debate the issues of topical interest, held in India, and abroad. 
Over the last 30 years, IOD, India has been organising its annual Global Conventions in India, Dubai, Singapore, London and Europe focusing on various boardroom issues and also the Global Business Meets by bringing together industry leaders, policy makers and board members from various parts of the world.

",https://en.wikipedia.org/wiki/Institute_of_Directors_(India),Not an Event
Museum railway station,"Museum railway station is a heritage-listed underground commuter rail station that is located on the City Circle route at the southern end of Hyde Park in the Sydney central business district of New South Wales, Australia. The station is served by Sydney Trains' T2 Leppington & Inner West Line, T3 Liverpool & Inner West Line and T8 Airport & South Line. The station is named after the nearby Australian Museum. It was added to the New South Wales State Heritage Register on 2 April 1999.

",https://en.wikipedia.org/wiki/Museum_railway_station,Not an Event
Butterweed,"Butterweed is a common name for several plants and may refer to:

Conyza, a genus native to eastern Asia and North America
Packera glabella, a species native to central and southeastern North America",https://en.wikipedia.org/wiki/Butterweed,Not an Event
SPINLW1,"Eppin is a protein that in humans is encoded by the SPINLW1 gene.
This gene encodes an epididymal protease inhibitor, which contains both kunitz-type and WAP-type four-disulfide core (WFDC) protease inhibitor consensus sequences. Most WFDC genes are localized to chromosome 20q12-q13 in two clusters: centromeric and telomeric. This gene is a member of the WFDC gene family and belongs to the telomeric cluster. Alternatively spliced transcript variants encoding distinct isoforms have been found for this gene.",https://en.wikipedia.org/wiki/SPINLW1,Not an Event
"Embassy of Sweden, New Delhi","The Embassy of Sweden in New Delhi is Sweden's diplomatic mission in India. The embassy is headed by the ambassador of Sweden to India. The embassy is situated in Chanakyapuri, the diplomatic enclave of New Delhi, where most of the embassies in India are located. The Swedish embassy is responsible for the honorary consulates in India, located in Kolkata and Chennai, and the Swedish consulate general in Mumbai. The ambassador of New Delhi is also accredited to Sri Lanka, Nepal, Bhutan and Maldives.","https://en.wikipedia.org/wiki/Embassy_of_Sweden,_New_Delhi",Not an Event
New Jersey Folklore Society,"The New Jersey Folklore Society is an academic organization that formed in an attempt to spread awareness about folklore. The group took trips throughout New Jersey and produced a yearly publication.

",https://en.wikipedia.org/wiki/New_Jersey_Folklore_Society,Not an Event
Germany–Montenegro relations,"German-Montenegrin relations are foreign relations between Germany and Montenegro.  Both countries established diplomatic relations on 14 June 2006. Germany has an embassy in Podgorica.  Montenegro has an embassy in Berlin and a general consulate in Frankfurt.
Both countries are members of NATO and Council of Europe. Also Germany is an EU member and Montenegro is an EU candidate.
In 1997 the German Bundeswehr used the Podgorica Airport for the Operation Libelle, which led to the first skirmish involving German forces since World War II.
And Germany is Observer bureau of the BSCE and Montenegro is with Slovenia  is a Sectoral dialogue partner countries of BSCE.",https://en.wikipedia.org/wiki/Germany%E2%80%93Montenegro_relations,Event
Julie and the Phantoms (soundtrack),"Julie and the Phantoms: Music from the Netflix Original Series is the soundtrack album of the American musical comedy-drama web television series Julie and the Phantoms. Both soundtrack and series were released on September 10, 2020.  The album reached number 1 on both the US and Australian iTunes charts and peaked at number 4 on the US Billboard Soundtrack chart.

",https://en.wikipedia.org/wiki/Julie_and_the_Phantoms_(soundtrack),Not an Event
Glucagon receptor,"The glucagon receptor is a 62 kDa protein that is activated by glucagon and is a member of the class B G-protein coupled family of receptors (secretin receptor family), coupled to G alpha i, Gs and to a lesser extent G alpha q. Stimulation of the receptor results in the activation of adenylate cyclase and phospholipase C and in increased levels of the secondary messengers intracellular cAMP and calcium. In humans, the glucagon receptor is encoded by the GCGR gene.
Glucagon receptors are mainly expressed in liver and in kidney with lesser amounts found in heart, adipose tissue, spleen, thymus, adrenal glands, pancreas, cerebral cortex, and  gastrointestinal tract.",https://en.wikipedia.org/wiki/Glucagon_receptor,Not an Event
"Milburn, Nebraska","Milburn is an unincorporated community in Custer County, Nebraska, United States. It is located within the boundaries of the 68813 Zip code, serviced out of Anselmo, Nebraska. It is also located at the northwestern edge of the Milburn Township boundary. It is in Nebraska State Senate district 43.","https://en.wikipedia.org/wiki/Milburn,_Nebraska",Not an Event
List of FAW vehicles,"This is a list of current and former automobiles produced by Chinese state-owned automaker China FAW Group (abbreviated as FAW), under its brands of Hongqi, and Bestune.

",https://en.wikipedia.org/wiki/List_of_FAW_vehicles,Not an Event
Amak Island,"Amak Island (Aleut: Amax; Russian: Амак) is an uninhabited island in Aleutians East Borough, Alaska, United States. The island lies north of the western tip of the Alaska Peninsula, and northwest of the mainland city of Cold Bay. The island's land area is 5.828 square miles (15.09 km2) and its maximum elevation is 1,601 feet (488 m). The island's volcano, Mount Amak, last erupted in 1796.
The local population of the song sparrow was last seen on the island around New Year's Eve, 1980/1981, and has not been seen since; devegetation of the island played a part in its demise. These birds were formerly considered a separate subspecies, Melospiza melodia amaka, but are now considered to fall into the range of variation of the Aleutian song sparrow (M. m. sanaka). Unconfirmed reports from the late 1980s suggest that the island, should habitat quality improve, would in time be recolonized by the species.",https://en.wikipedia.org/wiki/Amak_Island,Not an Event
Sabzevar,"Sabzevar (Persian: سبزوار; ) is a city in the Central District of Sabzevar County, Razavi Khorasan province, Iran, serving as capital of both the county and the district.",https://en.wikipedia.org/wiki/Sabzevar,Not an Event
"Taki House, Govt Sponsored Multipurpose School for Boys","Government Sponsored Multipurpose School (GSMS) for Boys, Taki House is a school in Kolkata, West Bengal, India. Its main campus is located in 299B Acharya Prafulla Chandra (APC) Road, Kolkata, started in the year 1965.","https://en.wikipedia.org/wiki/Taki_House,_Govt_Sponsored_Multipurpose_School_for_Boys",Not an Event
Phyllodrepa ioptera,Phyllodrepa ioptera is a species of rove beetles native to Europe.,https://en.wikipedia.org/wiki/Phyllodrepa_ioptera,Not an Event
Women's health in Ethiopia,"Women's health in Ethiopia can be broken down into several sections: general health status, women's status, maternal health,  HIV, harmful traditional practices, and violence against women.",https://en.wikipedia.org/wiki/Women%27s_health_in_Ethiopia,Not an Event
Dweep,"Dweep is a puzzle game published in 1999 by Dexterity Software.

",https://en.wikipedia.org/wiki/Dweep,Not an Event
Lobster sauce,"Lobster sauce is a type of sauce used in American-Chinese and Canadian-Chinese cuisine.  It is also sometimes found in Polynesian-influenced Chinese food. It is a type of ""white sauce"" within Chinese cooking, meaning that it is mild and based on meat stock as opposed to soy sauce.

The sauce itself does not contain any lobster, and may vary in preparation method from place to place or restaurant to restaurant. It can contain chicken broth, garlic, ginger, green onions, fermented black beans, and eggs, and is thickened with starch.  Some recipes incorporate pork mince and soy sauce.  The colour varies from being pale white to brown, or to a yellow, depending on the quantity of soy sauce used and how the eggs are incorporated into the sauce.  Lobster sauce in most of New England, where it is a thicker, brown sauce, is the exception.",https://en.wikipedia.org/wiki/Lobster_sauce,Not an Event
Kualoa Airfield,"Kualoa Airfield is a former wartime airfield on Oahu, Hawaii. Part of it is now the Kualoa Regional Park.",https://en.wikipedia.org/wiki/Kualoa_Airfield,Not an Event
