title,summary,url,annotation
Minolia peramabilis,"Minolia peramabilis, common name the lovely Pacific margarite,  is a species of sea snail, a marine gastropod mollusk in the family Solariellidae.",https://en.wikipedia.org/wiki/Minolia_peramabilis,Not an Event
Municipal Borough of Tottenham,"Tottenham () was a local government district in north east Middlesex from 1850 to 1965. It was part of the London postal district and Metropolitan Police District.

",https://en.wikipedia.org/wiki/Municipal_Borough_of_Tottenham,Not an Event
My Mistake (Split Enz song),"""My Mistake"" is a 1977 song by New Zealand art rock group Split Enz. It was released in September 1977 as the lead single from their studio album Dizrythmia.
""My Mistake"" was the first Split Enz song to achieve a top 20 chart position, peaking at #15 in Australia and #21 in the band's native New Zealand.

",https://en.wikipedia.org/wiki/My_Mistake_(Split_Enz_song),Not an Event
Football at the 1987 Summer Universiade,"Football was contested for men only at the 1987 Summer Universiade in Zagreb, Yugoslavia. The tournament was won by the Soviet Union, which sent a team composed entirely of players from FK Žalgiris football club.",https://en.wikipedia.org/wiki/Football_at_the_1987_Summer_Universiade,Not an Event
Predaia,"Predaia is a comune in the northern Italian province of Trento of the Trentino Alto Adige region. It was created on 1 January 2015 after the merger of the communes of Coredo, Smarano, Taio, Tres and Vervò.",https://en.wikipedia.org/wiki/Predaia,Not an Event
"Trujillo, Cáceres","Trujillo (Spanish: [tɾuˈxiʎo] ) is a municipality located in Extremadura, an autonomous community of Spain in the Province of Cáceres. In 2013 the municipality had 9,086 inhabitants (INE Census, 2013). Originally settled on a granite knoll, which was readily fortified, the town now extends to the southeast of its original site. Trujillo is both a centre for tourism, with more than 25 hotels, and a regional market town.
The old town contains many medieval and renaissance buildings.
It hosts the national cheese festival in early May.

","https://en.wikipedia.org/wiki/Trujillo,_C%C3%A1ceres",Not an Event
Gornorechensky,"Gornorechensky (Russian: Горноре́ченский, lit. mountain river) is an urban locality (an urban-type settlement) in Kavalerovsky District of Primorsky Krai, Russia, located 2 kilometers (1.2 mi) east of Kavalerovo, with which it is connected by an auto route. Population:  3,165 (2010 Census); 3,492 (2002 Census); 4,045 (1989 Soviet census).",https://en.wikipedia.org/wiki/Gornorechensky,Not an Event
Seitajärvi,"Seitajärvi (seita: a Sami sacred place + järvi: lake) was a community located in the Savukoski municipality of Finland.
In 1940 the Seitajärvi community included five farming and reindeer enterprises.
On July 7, 1944, Seitajärvi suffered a devastating attack (fi) by Soviet partisans.
Many families of this community relocated to Kittilä in northwest Lapland and nowadays the Seitajärvi people have no standing settlements.",https://en.wikipedia.org/wiki/Seitaj%C3%A4rvi,Not an Event
Uxbridge Common District,"The Uxbridge Common District is located in downtown Uxbridge, Massachusetts.  It is listed on the National Register of Historic Places.  Historic buildings in this district include the Uxbridge Academy, Uxbridge Free Public Library, the Deborah A. Wheelock House, a blacksmith shop, the First Congregational Church, and the Unitarian Church.",https://en.wikipedia.org/wiki/Uxbridge_Common_District,Not an Event
Stigmella dryadella,"Stigmella dryadella is a moth of the family Nepticulidae. It is found from Fennoscandia and northern Russia to the Pyrenees and Italy, and from Ireland to Romania.
The wingspan is 4.5-5.5 mm.
The larvae feed on Dryas octopetala. They mine the leaves of their host plant.",https://en.wikipedia.org/wiki/Stigmella_dryadella,Not an Event
Mahesh Navami,"Mahesh Navami (Devanāgarī: महेश नवमी) is the biggest festival of the Maheshwari community. 
According to the Hindu calendar, every year, the Navami of the Shukla Paksha of the month of Jyeshtha is celebrated with the celebration of ""Mahesh Navami"". This festival is mainly dedicated to the worship of Lord Mahesha (God of Gods Mahadev) and the Goddess Parvati.
According to traditional belief, the lineage of the Maheshwari origin was done on Jyeshtha Shukla Navami of Yudhishtir Samvat 9, Since then, Maheshwari community has celebrated Jyeshtha Shukla Navami every year with the name of ""Mahesh Navami"" as the day of origin of the community. Religious and cultural events are performed on this day. This festival reveals complete devotion and faith to Lord Mahesha and Goddess Parvati.
It is the most important day in all this community people where several cultural events and rallies are arranged together to make unity and dignity amongst all. The main motto is to spread message of service, sacrifice, and righteousness.",https://en.wikipedia.org/wiki/Mahesh_Navami,Not an Event
Kurikuma Station,"Kurikuma Station (栗熊駅, Kurikuma-eki) is a passenger railway station located in the city of Marugame, Kagawa, Japan. It is operated by the private transportation company Takamatsu-Kotohira Electric Railroad (Kotoden) and is designated station ""K17"".",https://en.wikipedia.org/wiki/Kurikuma_Station,Not an Event
"Shing, Tajikistan","Shing is a village and jamoat in western Tajikistan. It is part of the city of Panjakent in Sughd Region. The jamoat has a total population of 10,873 (2015). It consists of 16 villages, including Shing (the seat), Gizhdarva, Vagashton and Zamchorroha.

","https://en.wikipedia.org/wiki/Shing,_Tajikistan",Not an Event
Proceratophrys cururu,"Proceratophrys cururu is a species of frog in the family Odontophrynidae.
It is endemic to Brazil.
Its natural habitats are moist savanna, subtropical or tropical moist shrubland, rivers, and intermittent rivers.
It is threatened by habitat loss.",https://en.wikipedia.org/wiki/Proceratophrys_cururu,Not an Event
Conservative Anabaptism,"Conservative Anabaptism includes theologically conservative Anabaptist denominations, both in doctrine and practice. Conservative Anabaptists, along with Old Order Anabaptists and assimilated mainline Anabaptists, are a subset of the Anabaptist branch of Christianity.
Conservative Anabaptists adhere to Anabaptist doctrine, such as the belief in nonresistance and the observance of plain dress (including the headcovering), while making judicious use of modern technology. Ordinances commonly observed in many Conservative Anabaptist churches include ""baptism, communion, footwashing, marriage, anointing with oil, the holy kiss, and the prayer covering.""
Conservative Anabaptists may have Sunday school, hold revival meetings, or operate their own Christian schools (parochial schools). Additionally, Conservative Anabaptist fellowships are often engaged in evangelism and missionary work; a 1993 report showed that Conservative Anabaptist denominations in general grew by fifty percent overall within the previous fifteen years.
Among Conservative Anabaptists are the Dunkard Brethren Church, Conservative Mennonites, and Beachy Amish, as well as the Bruderhof Communities, Apostolic Christian Church and the Charity Christian Fellowship. Conservative Anabaptists form 15% of Anabaptist Christianity as a whole.
In response to a perceived laxity in adherence to Anabaptist doctrine and practice, certain Conservative Anabaptist denominations, such as the Biblical Mennonite Alliance and the Dunkard Brethren Church, were formed after adherents separated from their parent (usually mainline Anabaptist) bodies; on the other hand, the Beachy Mennonites are composed of individuals who left Old Order Anabaptist groups and ""were deeply committed to evangelism and mission work."" Other Conservative Anabaptist denominations, such as Charity Christian Fellowship, have been organized by people from diverse backgrounds.
Various congregations lend support to Christian Aid Ministries, a Conservative Anabaptist missionary and relief organization. Beside The Still Waters is a daily devotional widely used by Conservative Anabaptists.

",https://en.wikipedia.org/wiki/Conservative_Anabaptism,Not an Event
Sázava (Ústí nad Orlicí District),"Sázava (German: Zohsee) is a municipality and village in Ústí nad Orlicí District in the Pardubice Region of the Czech Republic. It has about 600 inhabitants.
Sázava lies approximately 20 kilometres (12 mi) south-east of Ústí nad Orlicí, 64 kilometres (40 mi) east of Pardubice, and 161 kilometres (100 mi) east of Prague.

",https://en.wikipedia.org/wiki/S%C3%A1zava_(%C3%9Ast%C3%AD_nad_Orlic%C3%AD_District),Not an Event
Irish Riviera,"Irish Riviera is a slang expression that can refer to any of several seaside communities in the United States with high population densities of Irish-Americans, including:

Indiana
Michigan City, a city in northwest Indiana on the shores of Lake Michigan
Massachusetts
The South Shore, a region south of Boston Harbor along the Atlantic coast, which includes Scituate and Marshfield
Marshfield, a town south of Boston in Plymouth County on the Atlantic coast
Scituate, a town south of Boston in Plymouth County on the Atlantic coast
Squantum, a peninsular area of Quincy, directly south of Boston
Michigan
New Buffalo, A city on Lake Michigan's Gold Coast 
New Jersey
Avon, a borough in central New Jersey on the Atlantic coast 
Belmar, a borough in central New Jersey on the Atlantic coast
Lake Como, a borough in central New Jersey on the Atlantic coast
Spring Lake, a borough in central New Jersey on the Atlantic coast
Sea Girt, a borough in central New Jersey on the Atlantic Coast
Brigantine,
Ocean City,
Sea Isle City,
Stone Harbor,
Avalon,
North Wildwood,
Wildwood,
Cape May,
New York
Breezy Point, Queens, a neighborhood of the New York City borough of Queens  
Gerritsen Beach, Brooklyn, a neighborhood of the New York City borough of Brooklyn
Rockaway Beach, Queens, a neighborhood of the New York City borough of Queens 
Belle Harbor, Queens a neighborhood of the New York City borough of Queen

",https://en.wikipedia.org/wiki/Irish_Riviera,Not an Event
Munditia delicatula,"Munditia delicatula is a minute sea snail, a marine gastropod mollusc in the family Liotiidae, found only in New Zealand.",https://en.wikipedia.org/wiki/Munditia_delicatula,Not an Event
Caltha appendiculata,"Caltha appendiculata is a perennial herb plant found in several countries of South America.

",https://en.wikipedia.org/wiki/Caltha_appendiculata,Not an Event
"Grammont, Haute-Saône",Grammont (French pronunciation: [ɡʁamɔ̃]) is a commune in the Haute-Saône department in the region of Bourgogne-Franche-Comté in eastern France.,"https://en.wikipedia.org/wiki/Grammont,_Haute-Sa%C3%B4ne",Not an Event
Pay gap,"The gender pay gap or gender wage gap is the average difference between the remuneration for men and women who are employed.  Women are generally found to be paid less than men. There are two distinct numbers regarding the pay gap: non-adjusted versus adjusted pay gap. The latter typically takes into account differences in hours worked, occupations chosen, education and job experience. In other words, the adjusted values represent how much women and men make for the same work, while the non-adjusted values represent how much the average man and woman make in total. In the United States, for example, the non-adjusted average woman's annual salary is 79–83% of the average man's salary, compared to 95–99% for the adjusted average salary.
The reasons for the gap link to legal, social and economic factors. These include having children (motherhood penalty vs. fatherhood bonus), parental leave, gender discrimination and gender norms. Additionally, the consequences of the gender pay gap surpass individual grievances, leading to reduced economic output, lower pensions for women, and fewer learning opportunities.
The gender pay gap can be a problem from a public policy perspective in developing countries because it reduces economic output and means that women are more likely to be dependent upon welfare payments, especially in old age.",https://en.wikipedia.org/wiki/Gender_pay_gap,Not an Event
Rhododendron longipes,"Rhododendron longipes is a rhododendron species native to Chongqing, eastern Guizhou, southwestern Sichuan, and northeastern Yunnan in China, where it grows at altitudes of 1,700–2,500 m (5,600–8,200 ft). It is a shrub or small tree that grows to 2–4 m (6.6–13.1 ft)in height, with leathery leaves that are elliptic or elliptic-lanceolate, and 5–13 cm (2.0–5.1 in) long by 1.5–3.5 cm (0.6–1.4 in) wide. Its flowers are rose-colored with dark red spots inside. It is placed in section Ponticum.",https://en.wikipedia.org/wiki/Rhododendron_longipes,Not an Event
"Gauripur, India","Gauripur (IPA: ˈgɑʊrɪˌpʊə  or ˈgɔːrɪˌpʊə) is a semi-urban town under Gauripur Town Committee in the Dhubri district in the state of Assam, India.","https://en.wikipedia.org/wiki/Gauripur,_India",Not an Event
QSO B0153+744,"QSO B0153+744 is a quasar located in the constellation of Cassiopeia. It has a redshift of (z) 2.338 and has an optical brightness of mR = 17.5 magnitude. It was first discovered as an astronomical radio source in 1988. The radio spectrum of the source appears as flat when seen at centimeter wavelengths but optically thin at millimeter wavelengths. This object is also classified as radio-loud and exhibits low polarization, making it a low polarized quasar (LPQ).",https://en.wikipedia.org/wiki/QSO_B0153%2B744,Not an Event
2002 European Athletics Indoor Championships – Women's long jump,"The women's long jump event  at the 2002 European Athletics Indoor Championships was held on March 3.

",https://en.wikipedia.org/wiki/2002_European_Athletics_Indoor_Championships_%E2%80%93_Women%27s_long_jump,Event
Nova Mohylnytsia,"Nova Mohylnytsia (Ukrainian: Нова Могильниця) is a village in Terebovlia urban hromada, Ternopil Raion, Ternopil Oblast, Ukraine.",https://en.wikipedia.org/wiki/Nova_Mohylnytsia,Not an Event
Little Lake (Peterborough),"Little Lake is a small lake on the Otonabee River in the city of Peterborough, Ontario, Canada. The lake is in the downtown of the city and is used for fishing, swimming, boating, and for various special events. The lake lies on the water route from Lake Ontario to the Kawartha Lakes.
The area around the lake was first settled by Europeans around the start of the 19th century. 
Steam- and water-powered saw mills were built on the lake and on the river upstream to prepare lumber for shipment overseas.
Sawdust and other debris from the mills polluted the lake, killed the fish and clogged up the navigable channels.
The smell was so noxious it drove residents near the lake to move.
These problems were resolved by the end of the century, when the lake became a hub on the new Trent-Severn Waterway from Lake Ontario to Lake Huron.
However, industries attracted by cheap hydroelectric power, such as General Electric used the lake for disposal of industrial chemicals for many years. 
The pollutants seems to be mostly contained in the sediment, and the lake is now considered safe for recreational use.

",https://en.wikipedia.org/wiki/Little_Lake_(Peterborough),Not an Event
2019 Nigerian House of Representatives elections in Zamfara State,"The 2019 Nigerian House of Representatives elections in Zamfara State was held on February 23, 2019, to elect members of the House of Representatives to represent Zamfara State, Nigeria. The All Progressives Congress won all seats but the Supreme Court nullified the elections of all the candidates of the APC in the elections. The court ruled that the APC did not conduct valid primaries in the build-up to the elections. A unanimous judgement by a five-member panel of Judges decided that the party had no valid candidate and cannot be said to have won the general elections.",https://en.wikipedia.org/wiki/2019_Nigerian_House_of_Representatives_elections_in_Zamfara_State,Event
"Centennial High School (Compton, California)","Centennial High School  is a public high school in Compton, California, operating as part of the Compton Unified School District.
Construction of Centennial High School began in 1953, and it was erected in 1954, with its first graduating class in 1954. It is the smallest of the three high schools in the Compton Unified School District, which also includes Compton High School and Manuel Dominguez High School.

","https://en.wikipedia.org/wiki/Centennial_High_School_(Compton,_California)",Not an Event
Dumka Engineering College,"Dumka Engineering College ( Estd. by Govt. of Jharkhand & Run by Techno India Under PPP), formerly Known as Techno India Dumka and Govt. Engineering college Dumka, is a Degree Engineering Institute established in 2013 through  PPP mode (public-private partnership ) established by Government of Jharkhand, India. Managed by Techno India group.

",https://en.wikipedia.org/wiki/Dumka_Engineering_College,Not an Event
African red slip ware,"African red slip ware, also African Red Slip or ARS, is a category of terra sigillata, or ""fine"" Ancient Roman pottery produced from the mid-1st century AD into the 7th century in the province of Africa Proconsularis, specifically that part roughly coinciding with the modern country of Tunisia and the Diocletianic provinces of  Byzacena and Zeugitana. It is distinguished by a thick-orange red slip over a slightly granular fabric. Interior surfaces are completely covered, while the exterior can be only partially slipped, particularly on later examples.
By the 3rd century AD, African red slip appears on sites throughout the Mediterranean and in the major cities of Roman Europe. It was the most widely distributed representative of the sigillata tradition in the late-Roman period, and occasional imports have been found as far afield as Britain in the 5th-6th centuries.  African red slip ware was still widely distributed in the 5th century but after that time the volume of production and trade may well have declined. While the latest forms continued into the 7th century and are found in such major cities as Constantinople and Marseille, the breakup of commercial contacts that typified the later 7th century coincides with the final decline of the African red slip industry.
The production and success of African red slip is probably closely tied to the agricultural productivity of Rome's North African provinces, as indicated in part by the contemporaneous distribution of Roman-period North African amphoras.",https://en.wikipedia.org/wiki/African_red_slip_ware,Not an Event
Zhangixalus yinggelingensis,"Zhangixalus yinggelingensis (Yinggeling treefrog) is a species of frog in the family Rhacophoridae endemic to Yinggeling National Nature Reserve, Hainan, China. Its specific name refers to the type locality, Yinggeling, a mountain range in central Hainan.",https://en.wikipedia.org/wiki/Zhangixalus_yinggelingensis,Not an Event
Mawgan Porth,"Mawgan Porth (in Cornish: Porth Maugan, meaning ""St. Mawgan's cove"", or Porth Glyvyan, meaning ""cove of the Gluvian River"") is a beach and small settlement in north Cornwall, England. It is north of Watergate Bay, approximately four miles (6 km) north of Newquay, on the Atlantic Ocean coast.
The town has recently seen a number of celebrities purchasing properties in the area leading to it becoming known as Hollywood-on-Sea
Mawgan Porth is in the civil parish of Mawgan-in-Pydar, at the seaward end of the Vale of Lanherne (or Vale of Mawgan) where the River Menalhyl meets the sea. The hamlet consists of a pub, a general store, and several hotels, guest houses and caravan parks.
The sandy beach, backed by dunes with cliffs at each end, is quality-assessed and supervised by lifeguards during the summer. It is a popular surfing location. The South West Coast Path passes behind the beach and the area attracts holiday-makers.
There are a number of local holiday parks in Mawgan Porth. The oldest is Magic Cove Touring Park; Cosy Corner is nearest to the beach, and then Sun Haven Valley Holiday Park.

",https://en.wikipedia.org/wiki/Mawgan_Porth,Not an Event
Brand implementation,"In marketing, brand implementation refers to the physical representation and consistent application of brand identity across visual and verbal media. In visual terms, this can include signage, uniforms, liveries, interior design and branded merchandise. Brand implementation encompasses facets of architecture, product design, industrial design, quantity surveying, engineering, procurement, project management and retail design.
Brand implementation is an integrated part of a branding cycle and needs to be initiated during the brand design and development phase. Brand implementation is the continuous and consistent application of the brand's image in all business units, communication channels and media.
This refers to marketing and branding as a unified whole. In that respect, brand implementation is a continuous process, which requires controlling the brand's image and presence despite changes in markets and company structure.

",https://en.wikipedia.org/wiki/Brand_implementation,Not an Event
"Church of the Nativity of the Theotokos, Sambir","The Church of the Nativity of the Theotokos is a historic Greek Catholic church in Sambir, in the Lviv region of Ukraine.

","https://en.wikipedia.org/wiki/Church_of_the_Nativity_of_the_Theotokos,_Sambir",Not an Event
List of people from Lima,"This is a list of notable people from Lima, Peru. It includes people who were born/raised in, lived in, or spent portions of their lives in Lima, or for whom Lima is a significant part of their identity, as well as music groups founded in Lima. This list is in alphabetical order.

",https://en.wikipedia.org/wiki/List_of_people_from_Lima,Not an Event
List of features removed in Windows 7,"While Windows 7 contains many new features, a number of capabilities and certain programs that were a part of previous Windows versions up to Windows Vista were removed or changed.
The following is a list of features that were present in Windows Vista and earlier versions but were removed in Windows 7.",https://en.wikipedia.org/wiki/List_of_features_removed_in_Windows_7,Not an Event
Billiards world rankings,"The billiards world rankings are the official system of ranking English billiards players to determine automatic qualification and seeding for tournaments.
The rankings are maintained by the sport's governing body, World Billiards, a subsidiary of the World Professional Billiards and Snooker Association. A player's ranking is based on their performances in designated ranking tournaments. The ranking list rolls on at the end of each season, with every player’s points being halved at the season switchover.A season begins on 1 July, and ends on 30 June of the following year.
As of 2012, the distinction between professional and amateur players was removed. Both male and female players are included on the list.",https://en.wikipedia.org/wiki/Billiards_world_rankings,Not an Event
Belbèze-en-Comminges,"Belbèze-en-Comminges (French pronunciation: [bɛlbɛz ɑ̃ kɔmɛ̃ʒ], literally Belbèze in Comminges; Occitan: Bèthvéder de Comenge) is a commune in the Haute-Garonne department in southwestern France.",https://en.wikipedia.org/wiki/Belb%C3%A8ze-en-Comminges,Not an Event
List of shipwrecks in February 1840,"The list of shipwrecks in February 1840 includes ships sunk, foundered, wrecked, grounded, or otherwise lost during February 1840. 

",https://en.wikipedia.org/wiki/List_of_shipwrecks_in_February_1840,Event
Senelec,"Senelec (Société nationale d'électricité du Sénégal) is the national electricity company of Senegal.

",https://en.wikipedia.org/wiki/Senelec,Not an Event
Light curve (botany),"In botany, a light curve shows the photosynthetic response of leaf tissue or algal communities to varying light intensities. The shape of the curve illustrates the principle of limiting factors; in low light levels, the rate of photosynthesis is limited by the concentration of chlorophyll and the efficiency of the light-dependent reactions, but in higher light levels it is limited by the efficiency of RuBisCo and the availability of carbon dioxide. The point on the curve where these two differing slopes meet is called the light saturation point and is where the light-dependent reactions are producing more ATP and NADPH than can be utilized by the light-independent reactions. Since photosynthesis is also limited by ambient carbon dioxide levels, light curves are often repeated at several different constant carbon dioxide concentrations.",https://en.wikipedia.org/wiki/Light_curve_(botany),Not an Event
1964 All-Ireland Senior Camogie Championship,"The 1964 All Ireland Camogie Championship was won by Dublin, their eight title in succession in a winning streak that would eventually extend to ten in a row, beating  Antrim in the final. The match was attended by more than 3,000 spectators according to the report in the Irish Times.

",https://en.wikipedia.org/wiki/1964_All-Ireland_Senior_Camogie_Championship,Event
Sirohi district,"Sirohi District is a district of Rajasthan state in western India. The city of Sirohi is the district headquarters.
As of 2011 it is the third least populous district of Rajasthan (out of 33), after Jaisalmer and Pratapgarh.",https://en.wikipedia.org/wiki/Sirohi_district,Not an Event
Kankesanthurai Polling Division,"The Kankesanthurai Polling Division is a Polling Division in the Jaffna Electoral District, in the Northern Province, Sri Lanka.

",https://en.wikipedia.org/wiki/Kankesanthurai_Polling_Division,Not an Event
SouthGobi Resources,"SouthGobi Resources is a Canadian coal mining company listed on the Hong Kong Stock Exchange and Toronto Stock Exchange.  The company's primary asset is a coal mine and development projects of coal assets in Mongolia. 
A proposed acquisition of the company by a Chinese state owned mining firm in 2012 was thwarted by resource nationalism in Mongolia. The blocked deal led to a chain of events that negatively affected the Mongolian economy for the rest of the decade. Quickly in response to the announced deal, Mongolia passed an investment review law in Mongolia (shortly repealed after enactment) that while only briefly in force stunted for years foreign investor confidence in the country, which had been a darling in emerging markets investment circles before 2012. 
After the blocked deal, SouthGobi would itself face an equally dramatic fall from grace as the Mongolian economy. By 2015, the company lost 98% of its once sky high $3 billion Canadian dollar market capitalization that had peaked in 2012.",https://en.wikipedia.org/wiki/SouthGobi_Resources,Not an Event
Nurscia,Nurscia is a genus of spiders in the family Titanoecidae. It is a relatively widespread genus with species being found in both Europe and Asia.,https://en.wikipedia.org/wiki/Nurscia,Not an Event
DrawRace 2,"DrawRace 2 is a racing video game developed by Ubisoft RedLynx and published by EA Chillingo. It was released September 1, 2011 for iOS devices, and serves as the sequel to DrawRace. It is played by drawing an ideal racing line on the game's screen with a finger. The car then follows this line during a race. The game was well received by critics, and holds a four stars rating and an average score of 88/100 at review aggregator Metacritic.

",https://en.wikipedia.org/wiki/DrawRace_2,Not an Event
Pseudobathylagus,"Pseudobathylagus milleri, the stout blacksmelt, also called the owlfish due to its large eyes relative to its body, is a species of deep-sea smelt native to the north Pacific Ocean where it is found to depths of 6,600 m (21,700 ft).  This species grows to a length of 16.5 cm (6.5 in).",https://en.wikipedia.org/wiki/Pseudobathylagus,Not an Event
Pioneer Organization,"The Pioneer Organization (Romanian: Organizaţia Pionierilor) was a pioneer movement in Communist Romania, founded on April 30, 1949.
Most students joined the organization while in the second grade and remained pioneers throughout eighth grade, therefore, in practice, the normal age range extended from seven to fifteen, or nearly fifteen.

",https://en.wikipedia.org/wiki/Pioneer_Organization,Event
"James W. Townsend House (Lake Butler, Florida)","The James W. Townsend House is a U.S. historic home in Lake Butler, Florida. It is located at 235 Southwest 4th Avenue, south of SR 100. On February 29, 1996, it was added to the U.S. National Register of Historic Places.

","https://en.wikipedia.org/wiki/James_W._Townsend_House_(Lake_Butler,_Florida)",Not an Event
R v Sansregret,R v Sansregret [1985] 1 S.C.R. 570 is a leading Supreme Court of Canada case on the requirements and defence for the criminal charge of rape.,https://en.wikipedia.org/wiki/R_v_Sansregret,Not an Event
Citizens Against Government Waste,"Citizens Against Government Waste (CAGW) is a non-profit 501(c)(3) organization in the United States. It functions as a ""government watchdog"" and advocacy group for fiscally conservative causes.  The Council for Citizens Against Government Waste (CCAGW) is the lobbying arm of CAGW, organized as a section 501(c)(4) organization and therefore is permitted to engage in direct lobbying activities. According to its website, ""CAGW is a private, non-partisan, non-profit organization representing more than one million members and supporters nationwide. CAGW's stated mission is to eliminate waste, mismanagement, and inefficiency in the federal government.""",https://en.wikipedia.org/wiki/Citizens_Against_Government_Waste,Not an Event
Xiaobiele Lake,"Xiaobiele Lake or Xiaobieletan is an ephemeral lake in the southwestern Qarhan Playa north of Golmud in the Haixi Prefecture of Qinghai Province in northwestern China. Like the other lakes of the surrounding Qaidam Basin, it is extremely saline; like the other lakes of the surrounding Bieletan subbasin, it is rich in lithium.",https://en.wikipedia.org/wiki/Xiaobiele_Lake,Not an Event
Monster Energy Yamaha Factory,"Monster Energy Yamaha Factory is the factory team of Yamaha active in the MotoGP World Championship, the Motocross World Championship, the FIM Endurance World Championship, the Superbike World Championship and Rally Dakar, supported by sponsor, drinks manufacturer Monster Energy.",https://en.wikipedia.org/wiki/Monster_Energy_Yamaha_Factory,Not an Event
Fyn-related kinase,"Fyn-related kinase (FRK, formerly tyrosine protein kinase 5) is an enzyme that in humans is encoded by the FRK gene.
The protein encoded by this gene belongs to the TYR family of protein kinases. This tyrosine kinase is a nuclear protein and may function during G1 and S phase of the cell cycle and suppress growth.",https://en.wikipedia.org/wiki/Fyn-related_kinase,Not an Event
"Gryżyce, Lower Silesian Voivodeship","Gryżyce [ɡrɨˈʐɨt͡sɛ] is a village in the administrative district of Gmina Wińsko, within Wołów County, Lower Silesian Voivodeship, in south-western Poland.
It lies approximately 9 kilometres (6 mi) west of Wińsko, 18 kilometres (11 mi) north-west of Wołów, and 54 kilometres (34 mi) north-west of the regional capital Wrocław.","https://en.wikipedia.org/wiki/Gry%C5%BCyce,_Lower_Silesian_Voivodeship",Not an Event
2024 West Java earthquake,"On 18 September 2024, at 09:41:06 WIB (02:41:06 UTC), a Mw 5.0 earthquake struck Bandung Regency in West Java, Indonesia, 14 km (8.7 mi) east-southeast of Banjar.",https://en.wikipedia.org/wiki/2024_West_Java_earthquake,Event
Hemmental,"Hemmental was a municipality in the canton of Schaffhausen in Switzerland.  In 2009 Hemmental merged with Schaffhausen.
Hemmental was roughly 4.5 km (2.8 mi) outside of the city limits of Schaffhausen and 7 km (4.3 mi) away from the Schaffhausen train station.",https://en.wikipedia.org/wiki/Hemmental,Not an Event
